,listing_id,price,nbhood_full,price_per_month,description,room_type,host_name,last_review,borough,price_range
114,39593,79.0,"Queens, Sunnyside",2402.9166666666665,"A room w/ a Manhattan view, longer stay",private room,Myung,2019-04-12,Queens,Average
115,39704,135.0,"Brooklyn, Bedford-Stuyvesant",4106.25,"Private, Large & Sunny 1BR w/W&D",entire home/apt,Renée,2019-06-22,Brooklyn,Average
116,41348,250.0,"Brooklyn, Gowanus",7604.166666666667,* Spacious GARDEN Park Slope Duplex* 6 people max,entire home/apt,Syl,2019-07-06,Brooklyn,Expensive
117,42580,70.0,"Brooklyn, Clinton Hill",2129.1666666666665,Parlor Room In Victorian Townhouse,private room,Waldemar,2019-06-24,Brooklyn,Average
118,42729,165.0,"Brooklyn, Carroll Gardens",5018.75,House On Henry (2nd FLR Suite),entire home/apt,Annette,2019-06-18,Brooklyn,Average
119,42882,70.0,"Staten Island, St. George",2129.1666666666665,New York room with a view,private room,Newyorkroomwithaview,2019-06-13,Staten Island,Average
120,43957,50.0,"Brooklyn, Bushwick",1520.8333333333333,Sunny cozy room in Brklyn townhouse,private room,Tessa,2019-06-19,Brooklyn,Budget
121,44096,40.0,"Bronx, Highbridge",1216.6666666666667,Room with a View,private room,Waundell,2019-07-04,Bronx,Budget
122,44212,125.0,"Manhattan, East Village",3802.0833333333335,West Inn 2 - East Village,private room,Bruce,2019-06-23,Manhattan,Average
123,44221,196.0,"Manhattan, Financial District",5961.666666666667,Financial District Luxury Loft,entire home/apt,Coral,2019-06-20,Manhattan,Expensive
124,44229,110.0,"Brooklyn, Fort Greene",3345.8333333333335,BROOKLYN VICTORIAN STYLE SUITE.....,private room,Carol,2019-06-24,Brooklyn,Average
125,44288,170.0,"Manhattan, West Village",5170.833333333333,Your own Lovely West Village Studio,entire home/apt,Sara,2019-06-01,Manhattan,Average
126,44506,165.0,"Manhattan, Harlem",5018.75,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,entire home/apt,Laurine,2019-05-26,Manhattan,Average
127,45556,65.0,"Brooklyn, Fort Greene",1977.0833333333333,"Fort Greene, Brooklyn: Center Bedroom",private room,Doug,2019-06-30,Brooklyn,Budget
128,45910,350.0,"Queens, Ridgewood",10645.833333333334,Beautiful Queens Brownstone! - 5BR,entire home/apt,Mark,2019-05-12,Queens,Expensive
129,45936,99.0,"Manhattan, Morningside Heights",3011.25,Couldn't Be Closer To Columbia Uni,private room,Rahul,2019-05-14,Manhattan,Average
130,45940,200.0,"Brooklyn, Williamsburg",6083.333333333333,Bright Spacious Luxury Condo,entire home/apt,Miyoung,2019-04-08,Brooklyn,Expensive
131,46544,150.0,"Brooklyn, Park Slope",4562.5,Park Slope haven 15 mins from Soho,entire home/apt,Monica,2019-06-05,Brooklyn,Average
132,46723,90.0,"Brooklyn, Bedford-Stuyvesant",2737.5,SAFE  AND BEAUTIFUL ACCOMODATION,private room,Marylyn,2019-05-19,Brooklyn,Average
133,46911,120.0,"Brooklyn, Prospect Heights",3650.0,Large Room in private Brownstone in Park Slope,private room,Kathleen R.,2019-06-24,Brooklyn,Average
134,47199,75.0,"Manhattan, Upper East Side",2281.25,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",private room,Teresa,2019-06-24,Manhattan,Average
135,47926,275.0,"Manhattan, Hell's Kitchen",8364.583333333334,LUX APT IN TIMES SQUARE NEW BUILDING,entire home/apt,Claudia,2019-06-26,Manhattan,Expensive
136,48719,299.0,"Manhattan, Lower East Side",9094.583333333334,Designer 1 BR Duplex w/ Terrace- Spectacular Views,entire home/apt,Shane,2019-06-15,Manhattan,Expensive
137,50447,135.0,"Brooklyn, South Slope",4106.25,Lovely Apt & Garden;  Legal;  Best Area; Amenities,entire home/apt,Laurie,2019-06-22,Brooklyn,Average
138,51485,83.0,"Manhattan, Lower East Side",2524.5833333333335,Lower East Side $57~/night,private room,Erina,2019-06-22,Manhattan,Average
139,51572,123.0,"Manhattan, Chelsea",3741.25,Prime Location in Manhattan,private room,Lee,2019-06-18,Manhattan,Average
140,51850,55.0,"Queens, Jamaica",1672.9166666666667,( F) Excellent/Pvt Rm,private room,Jullett,2019-05-20,Queens,Budget
141,53137,195.0,"Manhattan, Hell's Kitchen",5931.25,"Quiet, sunny Midtown Manhattan apt.",entire home/apt,Marlaine,2019-07-01,Manhattan,Expensive
142,53477,265.0,"Queens, Middle Village",8060.416666666667,3 floors of luxury!,entire home/apt,Mark,2019-04-27,Queens,Expensive
143,54158,249.0,"Brooklyn, Williamsburg",7573.75,The Institute‚ÄîHeart of Williamsburg,entire home/apt,Bob,2019-06-20,Brooklyn,Expensive
144,54508,100.0,"Brooklyn, Prospect Heights",3041.6666666666665,Sml Rm in pr Brst  Park Sl great for Med/students,private room,Kathleen R.,2019-06-06,Brooklyn,Average
145,54544,121.0,"Manhattan, Harlem",3680.4166666666665,City Room - Private Penthouse Apt.,entire home/apt,Wayne,2019-06-22,Manhattan,Average
146,54626,45.0,"Bronx, Highbridge",1368.75,Cozy bedroom by Yankee Stadium,private room,Waundell,2019-06-30,Bronx,Budget
147,54860,100.0,"Manhattan, East Harlem",3041.6666666666665,Great apartment with private bathroom and entrance,private room,Jenny,2019-06-23,Manhattan,Average
148,55467,140.0,"Brooklyn, Williamsburg",4258.333333333333,Private Garden Apt ‚Ä¢ New Renovation,entire home/apt,Paul,2019-07-02,Brooklyn,Average
149,55498,71.0,"Brooklyn, Bedford-Stuyvesant",2159.5833333333335,Modern comfort in art infused landmark Brownstone,private room,Tami,2019-07-01,Brooklyn,Average
150,55737,199.0,"Manhattan, West Village",6052.916666666667,Sleek & Comfortable Soho Apt,entire home/apt,Pete,2019-05-19,Manhattan,Expensive
151,55959,69.0,"Brooklyn, Williamsburg",2098.75,Spacious Williamsburg Share w/ LOFT BED,private room,Gus,2019-06-10,Brooklyn,Budget
152,56467,130.0,"Manhattan, East Village",3954.1666666666665,Cozy East Village Railroad 1 Bed!,entire home/apt,Leonardo,2019-07-01,Manhattan,Average
153,56525,195.0,"Brooklyn, Greenpoint",5931.25,1 Bedroom Loft w/ Private Roof Deck,entire home/apt,Alex,2019-06-13,Brooklyn,Expensive
154,56859,64.0,"Manhattan, Harlem",1946.6666666666667,City Room - Private & Comfy Bedroom,private room,Wayne,2019-06-03,Manhattan,Budget
155,57166,140.0,"Queens, Ditmars Steinway",4258.333333333333,Elegant NYC Pad,entire home/apt,Vasili,2019-06-17,Queens,Average
156,57297,159.0,"Brooklyn, Cobble Hill",4836.25,"Clean & bright 1BR in Cobble Hill, GREAT location!",entire home/apt,S.M.,2019-06-24,Brooklyn,Average
157,57468,189.0,"Manhattan, East Village",5748.75,"Modern, Large East Village Loft",entire home/apt,Ori,2019-06-23,Manhattan,Expensive
158,57618,250.0,"Manhattan, Hell's Kitchen",7604.166666666667,"Great new apt, close to everything",entire home/apt,Ana,2019-06-09,Manhattan,Expensive
159,57740,239.0,"Manhattan, East Village",7269.583333333333,Quiet & Clean Retreat in the City,entire home/apt,I,2019-05-24,Manhattan,Expensive
160,57754,305.0,"Manhattan, Flatiron District",9277.083333333334,Stylish Large Gramercy Loft!,entire home/apt,R,2019-06-30,Manhattan,Expensive
161,57874,155.0,"Manhattan, Harlem",4714.583333333333,The Brownstone-Luxury 1 Bd Apt/NYC,entire home/apt,Simon,2019-06-26,Manhattan,Average
162,58059,60.0,"Manhattan, Harlem",1825.0,PRIVATE Room on Historic Sugar Hill,private room,Agnes,2019-07-03,Manhattan,Budget
163,58062,135.0,"Brooklyn, Windsor Terrace",4106.25,South Slope Green,private room,Linda,2019-05-17,Brooklyn,Average
164,58467,120.0,"Manhattan, Roosevelt Island",3650.0,"17 Flr. Manhattan Views, Nr. Subway",private room,Dave,2019-05-08,Manhattan,Average
165,59014,150.0,"Manhattan, Lower East Side",4562.5,"Spacious 1BR, Adorable Clean Quiet",entire home/apt,Drica,2019-01-02,Manhattan,Average
166,59642,135.0,"Brooklyn, Greenpoint",4106.25,Franklin St Flat in Trendy Greenpoint Brooklyn,entire home/apt,Betty,2019-05-19,Brooklyn,Average
167,59709,250.0,"Manhattan, Chinatown",7604.166666666667,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",entire home/apt,Ricardo & Ashlie,2019-07-01,Manhattan,Expensive
168,60164,500.0,"Manhattan, SoHo",15208.333333333334,"Beautiful, elegant 3 bed SOHO loft",entire home/apt,Harrison,2019-06-23,Manhattan,Extravagant
169,60457,225.0,"Manhattan, Greenwich Village",6843.75,Spacious Greenwich Village Apt,entire home/apt,Jessica,2019-05-11,Manhattan,Expensive
170,60666,92.0,"Manhattan, Harlem",2798.3333333333335,City Room - Private Luxury Suite,private room,Wayne,2019-06-11,Manhattan,Average
171,60680,99.0,"Manhattan, East Village",3011.25,The gem of the East Village,entire home/apt,Mich,2019-06-20,Manhattan,Average
172,60948,140.0,"Manhattan, East Harlem",4258.333333333333,ACCOMMODATIONS GALORE #2,entire home/apt,Laurine,2019-06-20,Manhattan,Average
173,61406,80.0,"Manhattan, Harlem",2433.3333333333335,Great room in great location,private room,Bethania,2019-06-01,Manhattan,Average
174,61492,120.0,"Manhattan, Chinatown",3650.0,Exclusive Room with Private Bath in  LES,private room,Tunji,2019-06-23,Manhattan,Average
175,61509,110.0,"Manhattan, Midtown",3345.8333333333335,"Quiet, clean midtown apt w. elevato",entire home/apt,Anna/Fonzy,2019-04-30,Manhattan,Average
176,62095,65.0,"Brooklyn, East Flatbush",1977.0833333333333,BK Sweet Suite w/Kitchen&FullBath,entire home/apt,Colette&Sean,2019-06-14,Brooklyn,Budget
177,62427,130.0,"Manhattan, East Village",3954.1666666666665,Great East Village Apartment Rental,entire home/apt,Brie,2019-05-26,Manhattan,Average
178,62430,99.0,"Brooklyn, Bushwick",3011.25,BROWNSTONE SUNDRENCHED BEAUTY,entire home/apt,Sheila,2019-06-22,Brooklyn,Average
179,62452,36.0,"Staten Island, Tompkinsville",1095.0,A SpeciaL!! Private Room in NY,private room,Lissette,2019-06-25,Staten Island,Budget
180,62461,37.0,"Staten Island, Tompkinsville",1125.4166666666667,B NYC Staten Alternative...,private room,Lissette,2019-06-10,Staten Island,Budget
181,62787,37.0,"Staten Island, Tompkinsville",1125.4166666666667,C Private Room By The Ferry,private room,Lissette,2019-07-02,Staten Island,Budget
182,62891,175.0,"Manhattan, East Village",5322.916666666667,Smallest House In The Village,entire home/apt,Olivia,2019-05-24,Manhattan,Average
183,62903,205.0,"Manhattan, Chelsea",6235.416666666667,Beautiful modern studio apartment in heart of NYC,entire home/apt,Daniel,2019-06-21,Manhattan,Expensive
